trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1108,False,"{'a': 0.1, 'e': 0.6642867488117363}",25,0,-99.0551445077632,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
1109,False,"{'a': 0.1, 'e': 0.586344815768225}",35,16,-57.16028941947385,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
1110,False,"{'a': 0.1, 'e': 0.5025443191453852}",20,0,-23.901326226493197,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
1111,False,"{'a': 0.1, 'e': 0.4137225658046984}",25,5,-16.74633207265736,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
1112,False,"{'a': 0.1, 'e': 0.3207670333450015}",30,0,13.033699941793916,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1113,False,"{'a': 0.1, 'e': 0.2246065027195919}",25,0,14.57280199830039,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1114,False,"{'a': 0.1, 'e': 0.12620177816406053}",20,6,20.222804821982237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.1, 'e': 0.026536087157875483}",30,14,29.81672522273125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.1, 'e': 0.07339474365954099}",25,19,10.863084667572888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.1, 'e': 0.17259223845937388}",20,13,13.094974253123159,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.1, 'e': 0.27006524866394344}",20,12,4.434162424002209,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.1, 'e': 0.3648398561755515}",20,12,-9.271757054172902,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1120,False,"{'a': 0.1, 'e': 0.4559691044442761}",20,0,-33.894109925591124,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1121,False,"{'a': 0.1, 'e': 0.5425424601447527}",20,0,-65.6907258132376,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1122,False,"{'a': 0.1, 'e': 0.6236949109241444}",25,0,-52.30238802359333,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
1123,False,"{'a': 0.1, 'e': 0.69861560831972}",20,4,-44.31970623955944,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1124,False,"{'a': 0.1, 'e': 0.7665559694885716}",20,0,-128.45137796502163,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1125,False,"{'a': 0.1, 'e': 0.8268371568000089}",20,0,-176.0823981734128,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
1126,False,"{'a': 0.1, 'e': 0.8788568605567341}",30,0,-175.73207004517255,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
1127,False,"{'a': 0.1, 'e': 0.922095317074223}",20,0,3.2175483046700677,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1128,False,"{'a': 0.1, 'e': 0.9561205019876987}",20,0,-29.509180997659826,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1129,False,"{'a': 0.1, 'e': 0.9805924468967268}",20,0,-33.640127585441185,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1130,False,"{'a': 0.1, 'e': 0.9952666362171313}",25,0,-106.832312615841,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
1131,False,"{'a': 0.1, 'e': 0.9999964502998647}",20,0,-141.11747416715133,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
1132,False,"{'a': 0.1, 'e': 0.9947346304060799}",20,0,-76.91146323764518,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
1133,False,"{'a': 0.1, 'e': 0.9795337509008276}",20,0,-57.1894699719332,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
1134,False,"{'a': 0.1, 'e': 0.9545456939473858}",20,0,-59.310427040491575,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1135,False,"{'a': 0.1, 'e': 0.9200201319508784}",20,16,5.285029006112187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.1, 'e': 0.8763020329141341}",20,0,-34.50328243662355,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1137,False,"{'a': 0.1, 'e': 0.8238282136314583}",20,8,-72.58008560375009,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
1138,False,"{'a': 0.1, 'e': 0.7631229751595703}",20,0,-99.89338039977747,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
1139,False,"{'a': 0.1, 'e': 0.6947928641748141}",30,0,-161.11914594765588,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
1140,False,"{'a': 0.1, 'e': 0.6195206125592099}",20,0,-107.40271784936458,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
1141,False,"{'a': 0.1, 'e': 0.5380583157691903}",30,12,-25.31114021987604,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
1142,False,"{'a': 0.1, 'e': 0.451219918146449}",20,0,17.648992250221838,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1143,False,"{'a': 0.1, 'e': 0.35987308025505027}",20,9,-3.6846208887470633,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.1, 'e': 0.26493050950398056}",20,10,12.434133281531391,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.1, 'e': 0.16734084067633054}",25,15,13.819287736835463,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.1, 'e': 0.06807915748415617}",20,6,-16.211512281010688,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
1147,False,"{'a': 0.1, 'e': 0.03186275014560829}",30,20,-4.814750521154098,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1148,False,"{'a': 0.1, 'e': 0.13148629570835685}",25,17,14.625399138385335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.1, 'e': 0.22979607366796417}",20,8,-21.07938792739244,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
1150,False,"{'a': 0.1, 'e': 0.3258098052199642}",25,4,12.448171172863944,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1151,False,"{'a': 0.1, 'e': 0.41856815289662247}",35,13,-49.513968980651015,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
1152,False,"{'a': 0.1, 'e': 0.5071443059497606}",35,0,-49.42665918154847,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
1153,False,"{'a': 0.1, 'e': 0.59065324073748}",25,6,-16.78848424444537,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
1154,False,"{'a': 0.1, 'e': 0.6682605635877422}",25,0,-17.472296742192572,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
1155,False,"{'a': 0.1, 'e': 0.7391908477842096}",20,7,-50.176016660752495,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
1156,False,"{'a': 0.1, 'e': 0.8027353813736345}",25,10,-58.377633810679924,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
1157,False,"{'a': 0.1, 'e': 0.8582592483814034}",25,16,1.4008031982352427,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.1, 'e': 0.9052076726821408}",20,0,-63.4698578163283,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
1159,False,"{'a': 0.1, 'e': 0.943111561139306}",20,0,-70.30998401846358,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
1160,False,"{'a': 0.1, 'e': 0.9715921906288022}",25,3,-85.19993297439493,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 1}",1
1161,False,"{'a': 0.1, 'e': 0.9903649921152167}",20,0,-82.46418417408273,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1162,False,"{'a': 0.1, 'e': 0.999242393971555}",20,0,-130.34329985635537,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
1163,False,"{'a': 0.1, 'e': 0.9981356961329501}",25,0,-159.5579759181453,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
1164,False,"{'a': 0.1, 'e': 0.98705595635838}",20,2,-140.1815349698474,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 3}",1
1165,False,"{'a': 0.1, 'e': 0.9661138797451976}",30,0,-175.80033030484472,"{0: 17, 1: 5, 2: 3, 3: 3, 4: 2}",0
1166,False,"{'a': 0.1, 'e': 0.9355187126003867}",25,0,-119.62492908878248,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
1167,False,"{'a': 0.1, 'e': 0.8955761517206492}",20,0,-33.97293575673002,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1168,False,"{'a': 0.1, 'e': 0.8466852899710291}",20,0,-97.92985419369968,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1169,False,"{'a': 0.1, 'e': 0.789334628680972}",30,19,4.917141802418737,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.1, 'e': 0.7240971967004738}",20,7,-25.262825601980065,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
1171,False,"{'a': 0.1, 'e': 0.6516248248852446}",30,5,-74.0898682608115,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",1
1172,False,"{'a': 0.1, 'e': 0.572641633218302}",25,0,-89.35086693765643,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
1173,False,"{'a': 0.1, 'e': 0.48793679564238746}",20,9,-7.421373970502682,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.1, 'e': 0.398356654894887}",35,18,16.869010311996387,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.1, 'e': 0.3047962661308802}",20,8,20.98684068440136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.1, 'e': 0.20819045382793033}",20,9,11.354328110523134,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1177,False,"{'a': 0.1, 'e': 0.10950447132895996}",25,10,21.17745985860688,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.1, 'e': 0.00972435634982221}",20,15,8.24223100960949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.1, 'e': 0.090152921183504}",25,7,27.057094874253075,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.1, 'e': 0.1891294205289584}",20,11,16.411269050215687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.1, 'e': 0.28621620122237573}",25,5,-14.737873321472202,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
1182,False,"{'a': 0.1, 'e': 0.38044320424366285}",20,15,-3.6696811371709965,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1183,False,"{'a': 0.1, 'e': 0.4708689445259637}",20,0,-11.77152298478405,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1184,False,"{'a': 0.1, 'e': 0.5565899179631275}",20,4,15.6282764625016,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1185,False,"{'a': 0.1, 'e': 0.6367496289241701}",35,0,-90.03594922905907,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
1186,False,"{'a': 0.1, 'e': 0.7105471480744562}",20,0,-56.66987002564627,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1187,False,"{'a': 0.1, 'e': 0.7772451149968319}",25,0,-98.22662424106733,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
1188,False,"{'a': 0.1, 'e': 0.8361771056532442}",20,0,-106.24993124442875,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
1189,False,"{'a': 0.1, 'e': 0.8867542910733637}",20,15,-12.424582561912551,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1190,False,"{'a': 0.1, 'e': 0.9284713207390763}",25,0,-187.08808716869325,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
1191,False,"{'a': 0.1, 'e': 0.9609113718797828}",30,0,-87.00129835782748,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
1192,False,"{'a': 0.1, 'e': 0.9837503142277313}",20,0,-133.37401774965778,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
1193,False,"{'a': 0.1, 'e': 0.9967599486205382}",20,0,-130.15725640182924,"{0: 9, 1: 0, 2: 10, 3: 0, 4: 1}",0
1194,False,"{'a': 0.1, 'e': 0.99981028709176}",25,12,-73.44581563476183,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 1}",1
1195,False,"{'a': 0.1, 'e': 0.9928708516677031}",25,0,-188.79965643274977,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
1196,False,"{'a': 0.1, 'e': 0.9760109788932487}",25,0,-100.77166869924477,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
1197,False,"{'a': 0.1, 'e': 0.9493991270440314}",20,0,-177.3976220586805,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
1198,False,"{'a': 0.1, 'e': 0.9133011929470121}",25,0,-113.51383515932204,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
1199,False,"{'a': 0.1, 'e': 0.868077855227308}",20,0,-204.82221998137436,"{0: 8, 1: 3, 2: 4, 3: 2, 4: 3}",0
1200,False,"{'a': 0.1, 'e': 0.8141809705265618}",20,0,-117.67338074235056,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
1201,False,"{'a': 0.1, 'e': 0.7521490587007525}",30,0,-174.7502907211225,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
1202,False,"{'a': 0.1, 'e': 0.6826019221078377}",25,7,-69.67622446295447,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
1203,False,"{'a': 0.1, 'e': 0.6062344527474067}",20,13,12.000180100591917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.1, 'e': 0.5238096891296019}",30,16,-21.941640004892474,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1205,False,"{'a': 0.1, 'e': 0.4361511922464772}",25,7,-27.5918734548032,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
1206,False,"{'a': 0.1, 'e': 0.34413481682282887}",25,12,-21.426284913487404,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1207,False,"{'a': 0.1, 'e': 0.24867996006534623}",25,8,-15.429998137928711,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1208,False,"{'a': 0.1, 'e': 0.1507403753495426}",25,14,16.57998241540572,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.1, 'e': 0.05129464263140355}",30,22,15.030803478572853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.1, 'e': 0.04866360920015389}",25,16,3.515126826780268,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1211,False,"{'a': 0.1, 'e': 0.14813563033464802}",20,2,27.68572328356499,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.1, 'e': 0.24612752921795336}",20,6,-21.695690123280976,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
1213,False,"{'a': 0.1, 'e': 0.3416602031882708}",20,0,-3.877713026719186,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1214,False,"{'a': 0.1, 'e': 0.43377912134616536}",20,0,8.423124755928644,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1215,False,"{'a': 0.1, 'e': 0.5215638619118831}",20,0,-26.78620983096251,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1216,False,"{'a': 0.1, 'e': 0.6041373087754801}",25,0,22.89829276143763,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1217,False,"{'a': 0.1, 'e': 0.6806744153510244}",20,0,-123.1361380269652,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",1
1218,False,"{'a': 0.1, 'e': 0.7504104481694386}",20,0,-57.28695728913321,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
1219,False,"{'a': 0.1, 'e': 0.8126486278424488}",25,0,-146.9301854308933,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
1220,False,"{'a': 0.1, 'e': 0.8667670910519801}",20,0,-9.466988321242614,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1221,False,"{'a': 0.1, 'e': 0.912225104002834}",30,0,-166.8093087378735,"{0: 15, 1: 2, 2: 11, 3: 1, 4: 1}",0
1222,False,"{'a': 0.1, 'e': 0.9485684652560139}",25,0,-256.80568820848055,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
1223,False,"{'a': 0.1, 'e': 0.9754340439594065}",25,0,-102.71053104834697,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
1224,False,"{'a': 0.1, 'e': 0.9925534081311793}",20,0,-110.24903020441363,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1225,False,"{'a': 0.1, 'e': 0.9997555067434422}",30,0,-152.42335055795166,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
1226,False,"{'a': 0.1, 'e': 0.9969683788075573}",25,0,-76.11531377308222,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
1227,False,"{'a': 0.1, 'e': 0.984219872384559}",30,0,-151.59273654893414,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
1228,False,"{'a': 0.1, 'e': 0.9616373663365262}",25,0,-67.02904461807553,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
1229,False,"{'a': 0.1, 'e': 0.9294464975991132}",25,0,-94.41009378554878,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
1230,False,"{'a': 0.1, 'e': 0.8879689066918555}",20,0,-84.99904037549749,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1231,False,"{'a': 0.1, 'e': 0.8376190239924215}",20,11,-79.24190563391268,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
1232,False,"{'a': 0.1, 'e': 0.7788999288853}",25,9,-56.25723185344121,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 0}",1
1233,False,"{'a': 0.1, 'e': 0.7123983231588326}",20,0,-142.08154234717517,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
1234,False,"{'a': 0.1, 'e': 0.6387786688749486}",25,14,11.068538177618407,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.1, 'e': 0.5587765492838215}",20,8,2.260428280192113,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1236,False,"{'a': 0.1, 'e': 0.4731913191192083}",20,10,-24.758516823638903,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
1237,False,"{'a': 0.1, 'e': 0.38287811771022245}",20,7,4.235623613581723,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1238,False,"{'a': 0.1, 'e': 0.28873932471174163}",20,14,10.379323944851118,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.1, 'e': 0.1917155438252857}",25,7,32.30025705082621,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1240,False,"{'a': 0.1, 'e': 0.09277620459766088}",20,0,32.79102671980496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1241,False,"{'a': 0.1, 'e': 0.007090123798581999}",25,17,14.355959410545005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.1, 'e': 0.10688561002149863}",20,12,13.839912557999778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1243,False,"{'a': 0.1, 'e': 0.20561313056077968}",20,16,9.922223343118574,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.1, 'e': 0.3022862326661481}",25,8,-10.43247273333291,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1245,False,"{'a': 0.1, 'e': 0.39593899065726024}",35,25,-31.59731852191585,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1246,False,"{'a': 0.1, 'e': 0.48563565713376733}",30,11,-65.1391297587984,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
1247,False,"{'a': 0.1, 'e': 0.5704800126539866}",20,0,8.581789261755112,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1248,False,"{'a': 0.1, 'e': 0.6496243204633991}",20,3,-64.19463907513864,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
1249,False,"{'a': 0.1, 'e': 0.7222777967999807}",30,0,-144.3406041632168,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
1250,False,"{'a': 0.1, 'e': 0.7877145121442345}",30,0,-109.63564143579414,"{0: 19, 1: 0, 2: 9, 3: 2, 4: 0}",0
1251,False,"{'a': 0.1, 'e': 0.8452806444669504}",25,6,-46.725937341397476,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 0}",1
1252,False,"{'a': 0.1, 'e': 0.8944010120027769}",25,0,-152.14584271062697,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
1253,False,"{'a': 0.1, 'e': 0.9345848202763448}",20,0,-134.08222769257154,"{0: 7, 1: 6, 2: 5, 3: 1, 4: 1}",0
1254,False,"{'a': 0.1, 'e': 0.9654305659583742}",20,0,-208.35090948182804,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 4}",0
1255,False,"{'a': 0.1, 'e': 0.9866300485542645}",25,0,-175.13379412944388,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
1256,False,"{'a': 0.1, 'e': 0.9979714498415359}",20,0,-101.39704293339152,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
1257,False,"{'a': 0.1, 'e': 0.9993414502874913}",20,0,-103.77099935396443,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1258,False,"{'a': 0.1, 'e': 0.9907263613005374}",25,13,-38.45579141974939,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
1259,False,"{'a': 0.1, 'e': 0.9722122620020642}",20,14,-14.304698644934142,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1260,False,"{'a': 0.1, 'e': 0.9439841391523142}",25,0,-132.11276737783842,"{0: 10, 1: 7, 2: 7, 3: 0, 4: 1}",0
1261,False,"{'a': 0.1, 'e': 0.906324038823819}",20,0,-137.84324337550555,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
1262,False,"{'a': 0.1, 'e': 0.8596082482902975}",20,0,-83.65065379624014,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
1263,False,"{'a': 0.1, 'e': 0.8043035362885604}",30,19,-3.385846965243721,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1264,False,"{'a': 0.1, 'e': 0.7409624892196374}",25,0,-74.22684562104347,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
1265,False,"{'a': 0.1, 'e': 0.6702179898880674}",30,7,-17.185846181589355,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
1266,False,"{'a': 0.1, 'e': 0.5927768939461374}",25,0,-128.42309043943294,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
1267,False,"{'a': 0.1, 'e': 0.5094129672258985}",20,8,-2.7590685524086673,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1268,False,"{'a': 0.1, 'e': 0.420959154526665}",25,11,-36.39784021513371,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1269,False,"{'a': 0.1, 'e': 0.3282992571060098}",25,6,-62.36312529356711,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
1270,False,"{'a': 0.1, 'e': 0.23235910202965793}",25,17,4.105037476385582,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1271,False,"{'a': 0.1, 'e': 0.13409729161351916}",30,18,3.0688297852858337,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1272,False,"{'a': 0.1, 'e': 0.03449562538626333}",30,12,28.90669742142624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.1, 'e': 0.06545070972712846}",20,9,22.77631499467883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.1, 'e': 0.16474308298404086}",20,11,18.144181932014778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.1, 'e': 0.2623893978125999}",25,10,13.077188900569729,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.1, 'e': 0.35741400451263233}",20,12,14.023170031737017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.1, 'e': 0.44886744862492334}",20,0,-50.966849454826615,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1278,False,"{'a': 0.1, 'e': 0.5358359575664181}",20,1,-20.698728296894082,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
1279,False,"{'a': 0.1, 'e': 0.6174505707437155}",25,9,-40.037383483794045,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
1280,False,"{'a': 0.1, 'e': 0.6928958219201651}",20,0,-62.537620678890036,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1281,False,"{'a': 0.1, 'e': 0.7614178870848962}",25,0,-83.04036410597031,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
1282,False,"{'a': 0.1, 'e': 0.8223321164131824}",30,15,-4.249099939543381,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1283,False,"{'a': 0.1, 'e': 0.875029875061108}",25,0,-86.83035271466318,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
1284,False,"{'a': 0.1, 'e': 0.9189846244438445}",30,0,-254.1169058885972,"{0: 14, 1: 0, 2: 11, 3: 2, 4: 3}",0
1285,False,"{'a': 0.1, 'e': 0.953757183235068}",20,0,-122.14623949956977,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
1286,False,"{'a': 0.1, 'e': 0.9790001155216165}",25,0,-100.5528442425013,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
1287,False,"{'a': 0.1, 'e': 0.9944612022682896}",20,0,-71.36670325435955,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
1288,False,"{'a': 0.1, 'e': 0.9999859614070618}",20,0,-152.4843020009779,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
1289,False,"{'a': 0.1, 'e': 0.9955191913708666}",20,0,-57.49540027674342,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
